Ngày hạch toán,Mã KH,Mã Sản Phẩm,Doanh thu,Giá vốn hàng hóa
5/7/2024,KH-0122,P-559,78855000,52570000
5/7/2024,KH-0363,P-194,4725000,3150000
5/7/2024,KH-0484,P-427,106755000,71170000
5/7/2024,KH-0575,P-701,1260000,840000
5/7/2024,KH-0131,P-723,9420000,6280000
5/7/2024,KH-0494,P-510,810000,540000
5/7/2024,KH-0484,P-105,94920000,63280000
5/7/2024,KH-0035,P-697,3000000,2000000
5/7/2024,KH-0637,P-343,28530000,19020000
5/7/2024,KH-0029,P-585,5760000,3840000
5/7/2024,KH-0493,P-363,279990000,186660000
5/7/2024,KH-0483,P-717,2310000,1540000
5/7/2024,KH-0436,P-209,6345000,4230000
5/7/2024,KH-0325,P-284,277425000,184950000
5/7/2024,KH-0061,P-130,11445000,7630000
5/7/2024,KH-0611,P-198,22920000,15280000
5/7/2024,KH-0448,P-555,3960000,2640000
5/7/2024,KH-0049,P-662,22320000,14880000
5/7/2024,KH-0294,P-198,40110000,26740000
5/7/2024,KH-0531,P-097,17400000,11600000
5/7/2024,KH-0490,P-258,10725000,7150000
5/7/2024,KH-0190,P-126,264600000,176400000
5/7/2024,KH-0228,P-592,5400000,3600000
5/7/2024,KH-0332,P-192,139950000,93300000
5/7/2024,KH-0509,P-687,23205000,15470000
5/7/2024,KH-0561,P-733,1305000,870000
5/7/2024,KH-0528,P-017,11880000,7920000
5/7/2024,KH-0182,P-723,4710000,3140000
5/7/2024,KH-0545,P-799,525000,350000
5/7/2024,KH-0263,P-214,97500000,65000000
5/7/2024,KH-0322,P-009,14850000,9900000
5/7/2024,KH-0784,P-128,11655000,7770000
5/8/2024,KH-0751,P-503,38550000,25700000
5/8/2024,KH-0429,P-492,49905000,33270000
5/8/2024,KH-0305,P-267,23760000,15840000
5/8/2024,KH-0324,P-102,8460000,5640000
5/8/2024,KH-0772,P-488,1924965000,1283310000
5/8/2024,KH-0746,P-496,423150000,282100000
5/8/2024,KH-0763,P-114,19170000,12780000
5/8/2024,KH-0117,P-393,19275000,12850000
5/8/2024,KH-0778,P-227,24480000,16320000
5/8/2024,KH-0164,P-795,31500000,21000000
5/8/2024,KH-0628,P-205,99000000,66000000
5/8/2024,KH-0638,P-393,154200000,102800000
5/8/2024,KH-0539,P-674,1440000,960000
5/8/2024,KH-0030,P-022,8595000,5730000
5/8/2024,KH-0235,P-761,1950000,1300000
5/8/2024,KH-0354,P-337,4200000,2800000
5/8/2024,KH-0243,P-459,1013400000,675600000
5/8/2024,KH-0109,P-460,32250000,21500000
5/8/2024,KH-0427,P-752,18900000,12600000
5/8/2024,KH-0116,P-275,7200000,4800000
5/8/2024,KH-0744,P-041,31080000,20720000
5/8/2024,KH-0591,P-658,630000,420000
5/8/2024,KH-0369,P-790,990000,660000
5/8/2024,KH-0642,P-092,70245000,46830000
5/8/2024,KH-0121,P-529,10500000,7000000
5/8/2024,KH-0712,P-378,6840000,4560000
5/8/2024,KH-0629,P-137,71100000,47400000
5/8/2024,KH-0402,P-413,257670000,171780000
5/9/2024,KH-0496,P-237,1950000,1300000
5/9/2024,KH-0731,P-051,1980000,1320000
5/9/2024,KH-0132,P-554,36720000,24480000
5/9/2024,KH-0216,P-511,360000,240000
5/9/2024,KH-0647,P-434,102060000,68040000
5/9/2024,KH-0022,P-769,3450000,2300000
5/9/2024,KH-0314,P-205,158400000,105600000
5/9/2024,KH-0759,P-761,7800000,5200000
5/9/2024,KH-0626,P-663,181230000,120820000
5/9/2024,KH-0196,P-437,192075000,128050000
5/9/2024,KH-0784,P-374,32400000,21600000
5/9/2024,KH-0655,P-485,38250000,25500000
5/9/2024,KH-0643,P-725,42480000,28320000
5/9/2024,KH-0424,P-299,2070000,1380000
5/9/2024,KH-0106,P-673,960000,640000
5/9/2024,KH-0715,P-134,9105000,6070000
5/9/2024,KH-0731,P-090,32265000,21510000
5/9/2024,KH-0187,P-091,21750000,14500000
5/9/2024,KH-0471,P-566,66015000,44010000
5/9/2024,KH-0457,P-448,189540000,126360000
5/9/2024,KH-0662,P-099,43650000,29100000
5/9/2024,KH-0276,P-310,16560000,11040000
5/9/2024,KH-0239,P-501,32805000,21870000
5/9/2024,KH-0785,P-704,3360000,2240000
5/9/2024,KH-0605,P-693,7575000,5050000
5/9/2024,KH-0654,P-307,217680000,145120000
5/9/2024,KH-0498,P-774,2385000,1590000
5/9/2024,KH-0158,P-689,47400000,31600000
5/9/2024,KH-0079,P-177,80775000,53850000
5/9/2024,KH-0199,P-422,17145000,11430000
5/9/2024,KH-0105,P-229,750000,500000
5/9/2024,KH-0155,P-610,84360000,56240000
5/9/2024,KH-0785,P-087,37170000,24780000
5/9/2024,KH-0768,P-434,14580000,9720000
5/9/2024,KH-0025,P-399,6660000,4440000
5/9/2024,KH-0038,P-514,441270000,294180000
5/10/2024,KH-0350,P-578,107325000,71550000
5/10/2024,KH-0036,P-379,23400000,15600000
5/10/2024,KH-0013,P-146,60960000,40640000
5/10/2024,KH-0581,P-353,15000000,10000000
5/10/2024,KH-0390,P-786,108750000,72500000
5/10/2024,KH-0278,P-635,9300000,6200000
5/10/2024,KH-0189,P-026,9000000,6000000
5/10/2024,KH-0487,P-372,60720000,40480000
5/10/2024,KH-0610,P-543,48720000,32480000
5/10/2024,KH-0030,P-204,252720000,168480000
5/10/2024,KH-0008,P-432,135450000,90300000
5/10/2024,KH-0341,P-056,95130000,63420000
5/10/2024,KH-0255,P-621,6900000,4600000
5/10/2024,KH-0538,P-292,1590000,1060000
5/10/2024,KH-0457,P-065,81300000,54200000
5/10/2024,KH-0204,P-657,1380000,920000
5/10/2024,KH-0550,P-348,471960000,314640000
5/10/2024,KH-0335,P-511,480000,320000
5/10/2024,KH-0241,P-761,13650000,9100000
5/10/2024,KH-0071,P-115,244965000,163310000
5/10/2024,KH-0486,P-323,25560000,17040000
5/10/2024,KH-0341,P-641,8370000,5580000
5/10/2024,KH-0160,P-579,240000,160000
5/10/2024,KH-0689,P-220,643500000,429000000
5/10/2024,KH-0667,P-265,166575000,111050000
5/11/2024,KH-0173,P-366,960000,640000
5/11/2024,KH-0686,P-733,3045000,2030000
5/11/2024,KH-0606,P-006,48090000,32060000
5/11/2024,KH-0606,P-483,6435000,4290000
5/11/2024,KH-0199,P-611,31920000,21280000
5/11/2024,KH-0495,P-244,408510000,272340000
5/11/2024,KH-0499,P-024,58170000,38780000
5/11/2024,KH-0435,P-412,220875000,147250000
5/11/2024,KH-0614,P-121,27615000,18410000
5/11/2024,KH-0776,P-729,88965000,59310000
5/11/2024,KH-0393,P-633,1500000,1000000
5/11/2024,KH-0705,P-643,5265000,3510000
5/11/2024,KH-0353,P-477,285720000,190480000
5/11/2024,KH-0205,P-795,47250000,31500000
5/11/2024,KH-0681,P-503,346950000,231300000
5/11/2024,KH-0335,P-349,247800000,165200000
5/11/2024,KH-0612,P-599,5850000,3900000
5/11/2024,KH-0224,P-532,3510000,2340000
5/11/2024,KH-0194,P-365,23280000,15520000
5/12/2024,KH-0710,P-791,3780000,2520000
5/12/2024,KH-0709,P-351,9720000,6480000
5/12/2024,KH-0041,P-711,12240000,8160000
5/12/2024,KH-0446,P-359,1260000,840000
5/12/2024,KH-0592,P-683,360000,240000
5/12/2024,KH-0705,P-690,27660000,18440000
5/12/2024,KH-0471,P-216,6375000,4250000
5/12/2024,KH-0252,P-359,5040000,3360000
5/12/2024,KH-0783,P-735,165000000,110000000
5/12/2024,KH-0177,P-160,2881500000,1921000000
5/12/2024,KH-0572,P-038,16470000,10980000
5/12/2024,KH-0682,P-434,102060000,68040000
5/12/2024,KH-0661,P-534,38790000,25860000
5/12/2024,KH-0496,P-321,36270000,24180000
5/12/2024,KH-0077,P-082,48510000,32340000
5/12/2024,KH-0778,P-786,21750000,14500000
5/12/2024,KH-0312,P-644,75600000,50400000
5/12/2024,KH-0221,P-186,35520000,23680000
5/12/2024,KH-0611,P-232,14850000,9900000
5/12/2024,KH-0009,P-161,2213700000,1475800000
5/12/2024,KH-0039,P-020,8340000,5560000
5/12/2024,KH-0278,P-432,96750000,64500000
5/12/2024,KH-0784,P-379,9360000,6240000
5/12/2024,KH-0301,P-617,24660000,16440000
5/12/2024,KH-0531,P-578,107325000,71550000
5/13/2024,KH-0755,P-633,3750000,2500000
5/13/2024,KH-0284,P-200,76650000,51100000
5/13/2024,KH-0316,P-510,2700000,1800000
5/13/2024,KH-0203,P-108,236640000,157760000
5/13/2024,KH-0155,P-463,82350000,54900000
5/13/2024,KH-0306,P-705,74400000,49600000
5/13/2024,KH-0574,P-029,16155000,10770000
5/13/2024,KH-0597,P-221,19800000,13200000
5/13/2024,KH-0291,P-111,126105000,84070000
5/13/2024,KH-0254,P-333,23880000,15920000
5/13/2024,KH-0750,P-087,86730000,57820000
5/13/2024,KH-0635,P-281,196320000,130880000
5/13/2024,KH-0353,P-718,7020000,4680000
5/13/2024,KH-0152,P-353,3750000,2500000
5/13/2024,KH-0192,P-786,43500000,29000000
5/13/2024,KH-0335,P-774,5565000,3710000
5/13/2024,KH-0415,P-035,650475000,433650000
5/14/2024,KH-0234,P-462,27000000,18000000
5/14/2024,KH-0724,P-646,600000,400000
5/14/2024,KH-0263,P-560,13230000,8820000
5/14/2024,KH-0118,P-427,854040000,569360000
5/14/2024,KH-0222,P-278,20280000,13520000
5/14/2024,KH-0148,P-477,142860000,95240000
5/14/2024,KH-0315,P-154,394950000,263300000
5/14/2024,KH-0730,P-724,5400000,3600000
5/14/2024,KH-0542,P-594,1080000,720000
5/14/2024,KH-0130,P-587,16200000,10800000
5/14/2024,KH-0586,P-197,233100000,155400000
5/14/2024,KH-0407,P-507,2370000,1580000
5/14/2024,KH-0559,P-344,238050000,158700000
5/14/2024,KH-0754,P-239,230715000,153810000
5/14/2024,KH-0316,P-439,28035000,18690000
5/14/2024,KH-0059,P-390,7740000,5160000
5/14/2024,KH-0584,P-279,213480000,142320000
5/14/2024,KH-0171,P-089,7650000,5100000
5/14/2024,KH-0363,P-011,95310000,63540000
5/14/2024,KH-0062,P-070,29520000,19680000
5/14/2024,KH-0742,P-693,12120000,8080000
5/14/2024,KH-0528,P-331,229545000,153030000
5/14/2024,KH-0081,P-559,56325000,37550000
5/14/2024,KH-0503,P-585,2880000,1920000
5/14/2024,KH-0609,P-574,2430000,1620000
5/15/2024,KH-0311,P-408,32010000,21340000
5/15/2024,KH-0243,P-791,2160000,1440000
5/15/2024,KH-0261,P-798,18720000,12480000
5/15/2024,KH-0237,P-433,151725000,101150000
5/15/2024,KH-0098,P-416,1620000,1080000
5/15/2024,KH-0633,P-455,4770000,3180000
5/15/2024,KH-0161,P-795,15750000,10500000
5/15/2024,KH-0493,P-389,17505000,11670000
5/15/2024,KH-0508,P-474,14820000,9880000
5/15/2024,KH-0356,P-287,105480000,70320000
5/15/2024,KH-0771,P-290,8550000,5700000
5/15/2024,KH-0275,P-001,242325000,161550000
5/15/2024,KH-0129,P-136,11220000,7480000
5/15/2024,KH-0718,P-219,812700000,541800000
5/15/2024,KH-0012,P-616,4440000,2960000
5/15/2024,KH-0715,P-767,6600000,4400000
5/15/2024,KH-0440,P-619,103200000,68800000
5/15/2024,KH-0083,P-543,55680000,37120000
5/16/2024,KH-0338,P-678,2850000,1900000
5/16/2024,KH-0466,P-036,32130000,21420000
5/16/2024,KH-0605,P-186,4440000,2960000
5/16/2024,KH-0426,P-079,52710000,35140000
5/16/2024,KH-0358,P-504,24900000,16600000
5/16/2024,KH-0257,P-361,31635000,21090000
5/16/2024,KH-0126,P-094,58140000,38760000
5/16/2024,KH-0786,P-151,6160050000,4106700000
5/16/2024,KH-0067,P-360,1644825000,1096550000
5/16/2024,KH-0012,P-326,1500000,1000000
5/16/2024,KH-0548,P-705,55800000,37200000
5/16/2024,KH-0227,P-366,1440000,960000
5/16/2024,KH-0270,P-665,13980000,9320000
5/16/2024,KH-0378,P-665,24465000,16310000
5/16/2024,KH-0769,P-359,1890000,1260000
5/16/2024,KH-0784,P-300,9555000,6370000
5/16/2024,KH-0639,P-668,2175000,1450000
5/16/2024,KH-0265,P-453,49425000,32950000
5/16/2024,KH-0166,P-052,1920000,1280000
5/16/2024,KH-0638,P-446,95550000,63700000
5/16/2024,KH-0779,P-154,276465000,184310000
5/16/2024,KH-0038,P-196,192120000,128080000
5/16/2024,KH-0680,P-383,630000,420000
5/16/2024,KH-0739,P-373,382050000,254700000
5/16/2024,KH-0535,P-151,4106700000,2737800000
5/17/2024,KH-0636,P-718,8190000,5460000
5/17/2024,KH-0171,P-634,25830000,17220000
5/17/2024,KH-0015,P-293,945000,630000
5/17/2024,KH-0661,P-571,162000000,108000000
5/17/2024,KH-0771,P-740,257760000,171840000
5/17/2024,KH-0098,P-121,23670000,15780000
5/17/2024,KH-0605,P-774,795000,530000
5/17/2024,KH-0284,P-165,60900000,40600000
5/17/2024,KH-0235,P-030,47250000,31500000
5/17/2024,KH-0004,P-133,11460000,7640000
5/17/2024,KH-0379,P-269,5940000,3960000
5/17/2024,KH-0112,P-161,221370000,147580000
5/17/2024,KH-0029,P-758,104400000,69600000
5/17/2024,KH-0140,P-647,76440000,50960000
5/17/2024,KH-0119,P-092,20070000,13380000
5/17/2024,KH-0651,P-153,2404050000,1602700000
5/17/2024,KH-0142,P-097,6960000,4640000
5/17/2024,KH-0396,P-069,1305000,870000
5/17/2024,KH-0277,P-587,10800000,7200000
5/17/2024,KH-0322,P-279,320220000,213480000
5/17/2024,KH-0013,P-347,39420000,26280000
5/17/2024,KH-0590,P-172,31020000,20680000
5/17/2024,KH-0308,P-351,2160000,1440000
5/17/2024,KH-0441,P-173,161325000,107550000
5/17/2024,KH-0460,P-082,72765000,48510000
5/17/2024,KH-0478,P-491,1197840000,798560000
5/17/2024,KH-0108,P-441,8160000,5440000
5/17/2024,KH-0222,P-268,242700000,161800000
5/18/2024,KH-0098,P-644,50400000,33600000
5/18/2024,KH-0584,P-484,3660000,2440000
5/18/2024,KH-0243,P-727,67830000,45220000
5/18/2024,KH-0430,P-769,3450000,2300000
5/18/2024,KH-0688,P-252,2400000,1600000
5/18/2024,KH-0452,P-369,136395000,90930000
5/18/2024,KH-0471,P-756,26685000,17790000
5/18/2024,KH-0207,P-745,11100000,7400000
5/18/2024,KH-0029,P-683,2160000,1440000
5/18/2024,KH-0752,P-727,87210000,58140000
5/18/2024,KH-0018,P-727,29070000,19380000
5/18/2024,KH-0744,P-056,95130000,63420000
5/18/2024,KH-0113,P-525,78435000,52290000
5/18/2024,KH-0512,P-733,870000,580000
5/18/2024,KH-0745,P-658,1260000,840000
5/18/2024,KH-0301,P-016,56400000,37600000
5/18/2024,KH-0466,P-769,1725000,1150000
5/18/2024,KH-0521,P-304,7425000,4950000
5/18/2024,KH-0425,P-675,975000,650000
5/18/2024,KH-0050,P-493,7920000,5280000
5/18/2024,KH-0783,P-402,14850000,9900000
5/19/2024,KH-0470,P-722,77700000,51800000
5/19/2024,KH-0294,P-160,1728900000,1152600000
5/19/2024,KH-0486,P-508,6075000,4050000
5/19/2024,KH-0660,P-671,2340000,1560000
5/19/2024,KH-0531,P-302,23925000,15950000
5/19/2024,KH-0382,P-603,7680000,5120000
5/19/2024,KH-0672,P-613,11100000,7400000
5/19/2024,KH-0280,P-517,121680000,81120000
5/19/2024,KH-0732,P-479,2880000,1920000
5/19/2024,KH-0311,P-011,47655000,31770000
5/19/2024,KH-0337,P-490,1105650000,737100000
5/19/2024,KH-0727,P-716,840000,560000
5/19/2024,KH-0105,P-664,11520000,7680000
5/19/2024,KH-0476,P-589,6750000,4500000
5/19/2024,KH-0132,P-495,540000,360000
5/19/2024,KH-0068,P-669,23205000,15470000
5/19/2024,KH-0233,P-124,70575000,47050000
5/19/2024,KH-0464,P-037,31500000,21000000
5/19/2024,KH-0583,P-703,2040000,1360000
5/19/2024,KH-0274,P-106,270300000,180200000
5/19/2024,KH-0342,P-658,2100000,1400000
5/19/2024,KH-0612,P-011,31770000,21180000
5/19/2024,KH-0336,P-398,4995000,3330000
5/19/2024,KH-0455,P-229,7500000,5000000
5/20/2024,KH-0542,P-733,4350000,2900000
5/20/2024,KH-0454,P-690,55320000,36880000
5/20/2024,KH-0613,P-457,1995000,1330000
5/20/2024,KH-0287,P-509,4320000,2880000
5/20/2024,KH-0479,P-505,108720000,72480000
5/20/2024,KH-0736,P-099,58200000,38800000
5/20/2024,KH-0448,P-004,49440000,32960000
5/20/2024,KH-0253,P-517,152100000,101400000
5/20/2024,KH-0054,P-665,24465000,16310000
5/20/2024,KH-0542,P-093,69600000,46400000
5/20/2024,KH-0222,P-511,1080000,720000
5/20/2024,KH-0740,P-228,3225000,2150000
5/20/2024,KH-0584,P-195,174480000,116320000
5/20/2024,KH-0621,P-478,93720000,62480000
5/20/2024,KH-0089,P-562,7350000,4900000
5/20/2024,KH-0487,P-394,3750000,2500000
5/20/2024,KH-0525,P-292,11130000,7420000
5/20/2024,KH-0570,P-299,6210000,4140000
5/20/2024,KH-0002,P-166,14535000,9690000
5/20/2024,KH-0676,P-737,480000,320000
5/20/2024,KH-0542,P-591,3600000,2400000
5/20/2024,KH-0765,P-535,46260000,30840000
5/20/2024,KH-0270,P-446,136500000,91000000
5/20/2024,KH-0227,P-155,797700000,531800000
5/20/2024,KH-0091,P-437,230490000,153660000
5/21/2024,KH-0529,P-296,960000,640000
5/21/2024,KH-0569,P-527,132795000,88530000
5/21/2024,KH-0499,P-196,216135000,144090000
5/21/2024,KH-0024,P-222,491715000,327810000
5/21/2024,KH-0644,P-296,2400000,1600000
5/21/2024,KH-0146,P-237,1950000,1300000
5/21/2024,KH-0378,P-438,87480000,58320000
5/21/2024,KH-0035,P-373,424500000,283000000
5/21/2024,KH-0044,P-422,13335000,8890000
5/21/2024,KH-0020,P-702,3735000,2490000
5/21/2024,KH-0320,P-415,76500000,51000000
5/21/2024,KH-0306,P-721,1260000,840000
5/21/2024,KH-0025,P-312,12120000,8080000
5/21/2024,KH-0411,P-518,31200000,20800000
5/21/2024,KH-0141,P-766,1620000,1080000
5/21/2024,KH-0749,P-448,168480000,112320000
5/21/2024,KH-0507,P-141,17040000,11360000
5/21/2024,KH-0175,P-521,141750000,94500000
5/22/2024,KH-0608,P-643,4095000,2730000
5/22/2024,KH-0443,P-059,17460000,11640000
5/22/2024,KH-0378,P-789,15660000,10440000
5/22/2024,KH-0769,P-727,19380000,12920000
5/22/2024,KH-0650,P-128,19425000,12950000
5/22/2024,KH-0081,P-121,19725000,13150000
5/22/2024,KH-0100,P-625,28800000,19200000
5/22/2024,KH-0623,P-409,93285000,62190000
5/22/2024,KH-0738,P-671,5265000,3510000
5/22/2024,KH-0132,P-159,3080025000,2053350000
5/22/2024,KH-0255,P-093,34800000,23200000
5/22/2024,KH-0052,P-587,1800000,1200000
5/22/2024,KH-0211,P-056,15855000,10570000
5/22/2024,KH-0542,P-647,76440000,50960000
5/22/2024,KH-0504,P-310,55200000,36800000
5/22/2024,KH-0641,P-393,115650000,77100000
5/22/2024,KH-0427,P-017,35640000,23760000
5/22/2024,KH-0083,P-728,15000000,10000000
5/22/2024,KH-0225,P-564,270000,180000
5/22/2024,KH-0304,P-633,750000,500000
5/22/2024,KH-0271,P-377,98190000,65460000
5/22/2024,KH-0591,P-040,207450000,138300000
5/22/2024,KH-0316,P-701,720000,480000
5/22/2024,KH-0225,P-332,1380000,920000
5/22/2024,KH-0016,P-466,39900000,26600000
5/22/2024,KH-0452,P-447,55350000,36900000
5/22/2024,KH-0433,P-043,35850000,23900000
5/22/2024,KH-0341,P-683,1080000,720000
5/22/2024,KH-0214,P-127,30195000,20130000
5/22/2024,KH-0772,P-703,6120000,4080000
5/22/2024,KH-0216,P-512,360000,240000
5/23/2024,KH-0763,P-723,11775000,7850000
5/23/2024,KH-0022,P-712,8760000,5840000
5/23/2024,KH-0302,P-630,5715000,3810000
5/23/2024,KH-0344,P-171,52200000,34800000
5/23/2024,KH-0170,P-448,147420000,98280000
5/23/2024,KH-0079,P-525,34860000,23240000
5/23/2024,KH-0039,P-460,16125000,10750000
5/23/2024,KH-0484,P-007,16200000,10800000
5/23/2024,KH-0488,P-761,7800000,5200000
5/23/2024,KH-0152,P-058,16410000,10940000
5/23/2024,KH-0594,P-398,1665000,1110000
5/23/2024,KH-0216,P-008,17610000,11740000
5/23/2024,KH-0711,P-254,14100000,9400000
5/23/2024,KH-0100,P-100,128280000,85520000
5/23/2024,KH-0011,P-209,6345000,4230000
5/23/2024,KH-0573,P-393,134925000,89950000
5/23/2024,KH-0184,P-462,4500000,3000000
5/23/2024,KH-0515,P-030,52500000,35000000
5/23/2024,KH-0504,P-444,432390000,288260000
5/23/2024,KH-0360,P-105,27120000,18080000
5/23/2024,KH-0161,P-138,95370000,63580000
5/23/2024,KH-0039,P-383,180000,120000
5/23/2024,KH-0257,P-279,320220000,213480000
5/23/2024,KH-0478,P-033,33300000,22200000
5/24/2024,KH-0129,P-525,26145000,17430000
5/24/2024,KH-0335,P-558,18000000,12000000
5/24/2024,KH-0600,P-581,346050000,230700000
5/24/2024,KH-0231,P-669,33150000,22100000
5/24/2024,KH-0599,P-390,3870000,2580000
5/24/2024,KH-0388,P-438,29160000,19440000
5/24/2024,KH-0370,P-079,52710000,35140000
5/24/2024,KH-0598,P-639,16875000,11250000
5/24/2024,KH-0296,P-256,122175000,81450000
5/24/2024,KH-0670,P-480,27150000,18100000
5/24/2024,KH-0164,P-334,32040000,21360000
5/24/2024,KH-0500,P-396,10935000,7290000
5/24/2024,KH-0113,P-127,80520000,53680000
5/24/2024,KH-0683,P-535,77100000,51400000
5/24/2024,KH-0146,P-383,450000,300000
5/24/2024,KH-0514,P-401,570000,380000
5/24/2024,KH-0688,P-124,84690000,56460000
5/24/2024,KH-0700,P-396,1215000,810000
5/24/2024,KH-0268,P-440,24300000,16200000
5/24/2024,KH-0356,P-579,840000,560000
5/24/2024,KH-0229,P-650,1530000,1020000
5/24/2024,KH-0303,P-448,63180000,42120000
5/24/2024,KH-0362,P-787,46320000,30880000
5/24/2024,KH-0476,P-076,3450000,2300000
5/24/2024,KH-0358,P-087,37170000,24780000
5/24/2024,KH-0674,P-747,19050000,12700000
5/24/2024,KH-0653,P-377,163650000,109100000
5/24/2024,KH-0146,P-623,198960000,132640000
5/24/2024,KH-0753,P-241,1430400000,953600000
5/24/2024,KH-0045,P-436,13860000,9240000
5/24/2024,KH-0254,P-747,9525000,6350000
5/24/2024,KH-0266,P-597,2130000,1420000
5/24/2024,KH-0239,P-523,4140000,2760000
5/24/2024,KH-0411,P-378,1710000,1140000
5/25/2024,KH-0686,P-561,84600000,56400000
5/25/2024,KH-0149,P-273,39060000,26040000
5/25/2024,KH-0118,P-248,1410000,940000
5/25/2024,KH-0330,P-035,836325000,557550000
5/25/2024,KH-0275,P-602,63945000,42630000
5/25/2024,KH-0255,P-256,27150000,18100000
5/25/2024,KH-0678,P-474,7410000,4940000
5/25/2024,KH-0381,P-613,8325000,5550000
5/25/2024,KH-0127,P-250,463500000,309000000
5/25/2024,KH-0762,P-429,298650000,199100000
5/25/2024,KH-0064,P-030,31500000,21000000
5/25/2024,KH-0532,P-400,1500000,1000000
5/25/2024,KH-0353,P-037,63000000,42000000
5/25/2024,KH-0650,P-527,309855000,206570000
5/25/2024,KH-0623,P-641,13950000,9300000
5/25/2024,KH-0641,P-694,4860000,3240000
5/25/2024,KH-0693,P-577,37380000,24920000
5/25/2024,KH-0637,P-089,20400000,13600000
5/25/2024,KH-0550,P-797,54600000,36400000
5/25/2024,KH-0718,P-437,307320000,204880000
5/25/2024,KH-0158,P-427,640530000,427020000
5/25/2024,KH-0020,P-542,720000,480000
5/25/2024,KH-0273,P-141,8520000,5680000
5/26/2024,KH-0582,P-510,270000,180000
5/26/2024,KH-0234,P-645,5625000,3750000
5/26/2024,KH-0187,P-494,9450000,6300000
5/26/2024,KH-0402,P-197,233100000,155400000
5/26/2024,KH-0715,P-337,2100000,1400000
5/26/2024,KH-0630,P-448,42120000,28080000
5/26/2024,KH-0612,P-762,25620000,17080000
5/26/2024,KH-0353,P-129,73605000,49070000
5/26/2024,KH-0527,P-618,144045000,96030000
5/26/2024,KH-0657,P-631,39060000,26040000
5/26/2024,KH-0511,P-314,8685000,5790000
5/26/2024,KH-0240,P-780,302850000,201900000
5/26/2024,KH-0315,P-099,116400000,77600000
5/26/2024,KH-0361,P-056,158550000,105700000
5/26/2024,KH-0326,P-372,546480000,364320000
5/26/2024,KH-0561,P-137,59250000,39500000
5/26/2024,KH-0572,P-055,20100000,13400000
5/26/2024,KH-0025,P-048,110760000,73840000
5/26/2024,KH-0331,P-572,24315000,16210000
5/26/2024,KH-0082,P-453,98850000,65900000
5/26/2024,KH-0401,P-001,26925000,17950000
5/26/2024,KH-0322,P-246,30450000,20300000
5/26/2024,KH-0567,P-007,16200000,10800000
5/26/2024,KH-0016,P-633,1125000,750000
5/26/2024,KH-0214,P-562,5145000,3430000
5/26/2024,KH-0224,P-526,51900000,34600000
5/26/2024,KH-0699,P-212,12300000,8200000
5/26/2024,KH-0360,P-772,1920000,1280000
5/27/2024,KH-0433,P-407,96030000,64020000
