Ngày hạch toán,Tháng,Đơn hàng,Mã KH,Mã Sản Phẩm,Số lượng bán,Đơn giá,Doanh thu,Giá vốn hàng hóa,Mã nhân viên bán,Chi nhánh,,Chi nhánh,
5/7/2024,5,ĐH5930914,KH-0734,P-020,3,2085000,6255000,4170000,NV242,CN HCM,,,
5/7/2024,5,ĐH1639186,KH-0122,P-559,7,11265000,78855000,52570000,NV162,CN HCM,,,
5/7/2024,5,ĐH4828668,KH-0363,P-194,7,675000,4725000,3150000,NV073,CN HCM,,,
5/7/2024,5,ĐH9854551,KH-0131,P-723,4,2355000,9420000,6280000,NV051,CN HCM,,,
5/7/2024,5,ĐH7390985,KH-0494,P-510,3,270000,810000,540000,NV179,CN HCM,,,
5/7/2024,5,ĐH3838137,KH-0035,P-697,5,600000,3000000,2000000,NV089,CN HCM,,,
5/7/2024,5,ĐH1361424,KH-0483,P-717,7,330000,2310000,1540000,NV049,CN HCM,,,
5/7/2024,5,ĐH5842272,KH-0061,P-130,1,11445000,11445000,7630000,NV130,CN HCM,,,
5/7/2024,5,ĐH2401964,KH-0448,P-555,4,990000,3960000,2640000,NV205,CN HCM,,,
5/7/2024,5,ĐH5003393,KH-0294,P-198,7,5730000,40110000,26740000,NV222,CN HCM,,,
5/7/2024,5,ĐH7244514,KH-0531,P-097,5,3480000,17400000,11600000,NV211,CN HCM,,,
5/7/2024,5,ĐH2400879,KH-0322,P-009,1,14850000,14850000,9900000,NV216,CN HCM,,,
5/8/2024,5,ĐH2811658,KH-0751,P-503,1,38550000,38550000,25700000,NV218,CN HCM,,,
5/8/2024,5,ĐH3400547,KH-0305,P-267,9,2640000,23760000,15840000,NV217,CN HCM,,,
5/8/2024,5,ĐH6188086,KH-0324,P-102,3,2820000,8460000,5640000,NV058,CN HCM,,,
5/8/2024,5,ĐH4939245,KH-0763,P-114,9,2130000,19170000,12780000,NV176,CN HCM,,,
5/8/2024,5,ĐH1886788,KH-0778,P-227,8,3060000,24480000,16320000,NV095,CN HCM,,,
5/8/2024,5,ĐH5541111,KH-0628,P-205,5,19800000,99000000,66000000,NV112,CN HCM,,,
5/8/2024,5,ĐH7742712,KH-0539,P-674,8,180000,1440000,960000,NV117,CN HCM,,,
5/8/2024,5,ĐH7936178,KH-0030,P-022,3,2865000,8595000,5730000,NV091,CN HCM,,,
5/8/2024,5,ĐH4111569,KH-0109,P-460,10,3225000,32250000,21500000,NV173,CN HCM,,,
5/8/2024,5,ĐH9992040,KH-0427,P-752,7,2700000,18900000,12600000,NV206,CN HCM,,,
5/8/2024,5,ĐH4191215,KH-0116,P-275,4,1800000,7200000,4800000,NV147,CN HCM,,,
5/8/2024,5,ĐH2478985,KH-0744,P-041,7,4440000,31080000,20720000,NV092,CN HCM,,,
5/8/2024,5,ĐH9592264,KH-0369,P-790,1,990000,990000,660000,NV216,CN HCM,,,
5/8/2024,5,ĐH5141648,KH-0121,P-529,4,2625000,10500000,7000000,NV049,CN HCM,,,
5/8/2024,5,ĐH2380900,KH-0712,P-378,8,855000,6840000,4560000,NV217,CN HCM,,,
5/9/2024,5,ĐH1224861,KH-0132,P-554,6,6120000,36720000,24480000,NV146,CN HCM,,,
5/9/2024,5,ĐH2338346,KH-0022,P-769,10,345000,3450000,2300000,NV099,CN HCM,,,
5/9/2024,5,ĐH3663031,KH-0759,P-761,4,1950000,7800000,5200000,NV047,CN HCM,,,
5/9/2024,5,ĐH3446625,KH-0655,P-485,10,3825000,38250000,25500000,NV195,CN HCM,,,
5/9/2024,5,ĐH3389218,KH-0424,P-299,2,1035000,2070000,1380000,NV193,CN HCM,,,
5/9/2024,5,ĐH4417319,KH-0106,P-673,4,240000,960000,640000,NV049,CN HCM,,,
5/9/2024,5,ĐH6557675,KH-0785,P-704,7,480000,3360000,2240000,NV053,CN HCM,,,
5/9/2024,5,ĐH5041622,KH-0605,P-693,5,1515000,7575000,5050000,NV122,CN HCM,,,
5/9/2024,5,ĐH8766153,KH-0654,P-307,8,27210000,217680000,145120000,NV147,CN HCM,,,
5/9/2024,5,ĐH4425879,KH-0199,P-422,9,1905000,17145000,11430000,NV115,CN HCM,,,
5/10/2024,5,ĐH1466734,KH-0350,P-578,9,11925000,107325000,71550000,NV164,CN HCM,,,
5/10/2024,5,ĐH2329598,KH-0036,P-379,5,4680000,23400000,15600000,NV205,CN HCM,,,
5/10/2024,5,ĐH1406579,KH-0390,P-786,5,21750000,108750000,72500000,NV078,CN HCM,,,
5/10/2024,5,ĐH5486515,KH-0610,P-543,7,6960000,48720000,32480000,NV045,CN HCM,,,
5/10/2024,5,ĐH7053112,KH-0550,P-348,8,58995000,471960000,314640000,NV145,CN HCM,,,
5/10/2024,5,ĐH8692657,KH-0335,P-511,4,120000,480000,320000,NV069,CN HCM,,,
5/10/2024,5,ĐH6803319,KH-0241,P-761,7,1950000,13650000,9100000,NV125,CN HCM,,,
5/10/2024,5,ĐH3514807,KH-0667,P-265,5,33315000,166575000,111050000,NV068,CN HCM,,,
5/11/2024,5,ĐH5247125,KH-0173,P-366,2,480000,960000,640000,NV181,CN HCM,,,
5/11/2024,5,ĐH5399790,KH-0606,P-006,7,6870000,48090000,32060000,NV056,CN HCM,,,
5/11/2024,5,ĐH6066904,KH-0499,P-024,7,8310000,58170000,38780000,NV138,CN HCM,,,
5/11/2024,5,ĐH5927226,KH-0776,P-729,9,9885000,88965000,59310000,NV197,CN HCM,,,
5/11/2024,5,ĐH6099821,KH-0205,P-795,6,7875000,47250000,31500000,NV050,CN HCM,,,
5/11/2024,5,ĐH4748678,KH-0681,P-503,9,38550000,346950000,231300000,NV184,CN HCM,,,
5/11/2024,5,ĐH8371237,KH-0335,P-349,10,24780000,247800000,165200000,NV020,CN HCM,,,
5/11/2024,5,ĐH6401239,KH-0612,P-599,5,1170000,5850000,3900000,NV125,CN HCM,,,
5/11/2024,5,ĐH4682876,KH-0194,P-365,2,11640000,23280000,15520000,NV083,CN HCM,,,
5/12/2024,5,ĐH3363198,KH-0592,P-683,1,360000,360000,240000,NV199,CN HCM,,,
5/12/2024,5,ĐH4310584,KH-0471,P-216,5,1275000,6375000,4250000,NV239,CN HCM,,,
5/12/2024,5,ĐH2657729,KH-0252,P-359,8,630000,5040000,3360000,NV138,CN HCM,,,
5/12/2024,5,ĐH8918189,KH-0077,P-082,2,24255000,48510000,32340000,NV063,CN HCM,,,
5/12/2024,5,ĐH8950901,KH-0611,P-232,9,1650000,14850000,9900000,NV099,CN HCM,,,
5/12/2024,5,ĐH7439655,KH-0301,P-617,6,4110000,24660000,16440000,NV235,CN HCM,,,
5/13/2024,5,ĐH3414663,KH-0755,P-633,10,375000,3750000,2500000,NV138,CN HCM,,,
5/13/2024,5,ĐH4823094,KH-0203,P-108,8,29580000,236640000,157760000,NV228,CN HCM,,,
5/13/2024,5,ĐH8753061,KH-0254,P-333,4,5970000,23880000,15920000,NV203,CN HCM,,,
5/13/2024,5,ĐH3893164,KH-0750,P-087,7,12390000,86730000,57820000,NV199,CN HCM,,,
5/13/2024,5,ĐH6436500,KH-0335,P-774,7,795000,5565000,3710000,NV214,CN HCM,,,
5/14/2024,5,ĐH9941928,KH-0724,P-646,4,150000,600000,400000,NV024,CN HCM,,,
5/14/2024,5,ĐH6408110,KH-0222,P-278,8,2535000,20280000,13520000,NV237,CN HCM,,,
5/14/2024,5,ĐH3713036,KH-0148,P-477,4,35715000,142860000,95240000,NV236,CN HCM,,,
5/14/2024,5,ĐH7880352,KH-0559,P-344,6,39675000,238050000,158700000,NV146,CN HCM,,,
5/14/2024,5,ĐH5448584,KH-0316,P-439,7,4005000,28035000,18690000,NV117,CN HCM,,,
5/14/2024,5,ĐH8155218,KH-0062,P-070,6,4920000,29520000,19680000,NV225,CN HCM,,,
5/14/2024,5,ĐH4811270,KH-0742,P-693,8,1515000,12120000,8080000,NV138,CN HCM,,,
5/14/2024,5,ĐH3134475,KH-0081,P-559,5,11265000,56325000,37550000,NV031,CN HCM,,,
5/15/2024,5,ĐH7465493,KH-0129,P-136,4,2805000,11220000,7480000,NV108,CN HCM,,,
5/16/2024,5,ĐH7394070,KH-0466,P-036,9,3570000,32130000,21420000,NV116,CN HCM,,,
5/16/2024,5,ĐH2026020,KH-0605,P-186,1,4440000,4440000,2960000,NV017,CN HCM,,,
5/16/2024,5,ĐH5533523,KH-0257,P-361,3,10545000,31635000,21090000,NV049,CN HCM,,,
5/16/2024,5,ĐH3371313,KH-0067,P-360,7,234975000,1644825000,1096550000,NV015,CN HCM,,,
5/16/2024,5,ĐH9790872,KH-0012,P-326,4,375000,1500000,1000000,NV008,CN HCM,,,
5/16/2024,5,ĐH7824112,KH-0166,P-052,8,240000,1920000,1280000,NV031,CN HCM,,,
5/16/2024,5,ĐH3036242,KH-0638,P-446,7,13650000,95550000,63700000,NV160,CN HCM,,,
5/17/2024,5,ĐH7009891,KH-0379,P-269,9,660000,5940000,3960000,NV088,CN HCM,,,
5/17/2024,5,ĐH9757979,KH-0013,P-347,1,39420000,39420000,26280000,NV136,CN HCM,,,
5/17/2024,5,ĐH8813113,KH-0441,P-173,5,32265000,161325000,107550000,NV032,CN HCM,,,
5/18/2024,5,ĐH6607830,KH-0584,P-484,4,915000,3660000,2440000,NV027,CN HCM,,,
5/18/2024,5,ĐH9479382,KH-0688,P-252,10,240000,2400000,1600000,NV181,CN HCM,,,
5/18/2024,5,ĐH5236541,KH-0752,P-727,9,9690000,87210000,58140000,NV161,CN HCM,,,
5/18/2024,5,ĐH8096196,KH-0521,P-304,9,825000,7425000,4950000,NV070,CN HCM,,,
5/18/2024,5,ĐH1461400,KH-0050,P-493,2,3960000,7920000,5280000,NV067,CN HCM,,,
5/19/2024,5,ĐH6044356,KH-0280,P-517,4,30420000,121680000,81120000,NV223,CN HCM,,,
5/19/2024,5,ĐH1426786,KH-0311,P-011,3,15885000,47655000,31770000,NV036,CN HCM,,,
5/19/2024,5,ĐH3245414,KH-0337,P-490,6,184275000,1105650000,737100000,NV085,CN HCM,,,
5/19/2024,5,ĐH4576390,KH-0476,P-589,5,1350000,6750000,4500000,NV133,CN HCM,,,
5/19/2024,5,ĐH8452549,KH-0132,P-495,2,270000,540000,360000,NV247,CN HCM,,,
5/19/2024,5,ĐH9751326,KH-0274,P-106,10,27030000,270300000,180200000,NV248,CN HCM,,,
5/19/2024,5,ĐH3252101,KH-0342,P-658,10,210000,2100000,1400000,NV222,CN HCM,,,
5/19/2024,5,ĐH6327016,KH-0612,P-011,2,15885000,31770000,21180000,NV116,CN HCM,,,
5/20/2024,5,ĐH2157308,KH-0740,P-228,5,645000,3225000,2150000,NV057,CN HCM,,,
5/20/2024,5,ĐH8303630,KH-0765,P-535,6,7710000,46260000,30840000,NV118,CN HCM,,,
5/20/2024,5,ĐH9545452,KH-0091,P-437,6,38415000,230490000,153660000,NV108,CN HCM,,,
5/21/2024,5,ĐH6545484,KH-0529,P-296,4,240000,960000,640000,NV155,CN HCM,,,
5/21/2024,5,ĐH2382468,KH-0024,P-222,7,70245000,491715000,327810000,NV109,CN HCM,,,
5/21/2024,5,ĐH5254852,KH-0644,P-296,10,240000,2400000,1600000,NV181,CN HCM,,,
5/21/2024,5,ĐH7834903,KH-0035,P-373,10,42450000,424500000,283000000,NV014,CN HCM,,,
5/21/2024,5,ĐH9333493,KH-0320,P-415,5,15300000,76500000,51000000,NV218,CN HCM,,,
5/21/2024,5,ĐH5831128,KH-0411,P-518,5,6240000,31200000,20800000,NV178,CN HCM,,,
5/22/2024,5,ĐH8089221,KH-0650,P-128,5,3885000,19425000,12950000,NV025,CN HCM,,,
5/22/2024,5,ĐH5136400,KH-0623,P-409,9,10365000,93285000,62190000,NV204,CN HCM,,,
5/22/2024,5,ĐH4001062,KH-0132,P-159,9,342225000,3080025000,2053350000,NV214,CN HCM,,,
5/22/2024,5,ĐH6886238,KH-0225,P-564,6,45000,270000,180000,NV191,CN HCM,,,
5/22/2024,5,ĐH8215088,KH-0341,P-683,3,360000,1080000,720000,NV227,CN HCM,,,
5/22/2024,5,ĐH9852022,KH-0772,P-703,6,1020000,6120000,4080000,NV139,CN HCM,,,
5/23/2024,5,ĐH9483969,KH-0022,P-712,8,1095000,8760000,5840000,NV109,CN HCM,,,
5/23/2024,5,ĐH9819290,KH-0302,P-630,3,1905000,5715000,3810000,NV112,CN HCM,,,
5/23/2024,5,ĐH1152124,KH-0344,P-171,10,5220000,52200000,34800000,NV151,CN HCM,,,
5/23/2024,5,ĐH5951589,KH-0079,P-525,4,8715000,34860000,23240000,NV210,CN HCM,,,
5/23/2024,5,ĐH3973718,KH-0039,P-460,5,3225000,16125000,10750000,NV169,CN HCM,,,
5/23/2024,5,ĐH6817845,KH-0594,P-398,3,555000,1665000,1110000,NV063,CN HCM,,,
5/23/2024,5,ĐH1391225,KH-0711,P-254,5,2820000,14100000,9400000,NV125,CN HCM,,,
5/23/2024,5,ĐH6285539,KH-0100,P-100,8,16035000,128280000,85520000,NV227,CN HCM,,,
5/23/2024,5,ĐH4741711,KH-0011,P-209,1,6345000,6345000,4230000,NV119,CN HCM,,,
5/23/2024,5,ĐH5853804,KH-0573,P-393,7,19275000,134925000,89950000,NV234,CN HCM,,,
5/23/2024,5,ĐH5874539,KH-0515,P-030,10,5250000,52500000,35000000,NV180,CN HCM,,,
5/23/2024,5,ĐH1015485,KH-0360,P-105,2,13560000,27120000,18080000,NV175,CN HCM,,,
5/23/2024,5,ĐH3170491,KH-0039,P-383,2,90000,180000,120000,NV220,CN HCM,,,
5/23/2024,5,ĐH7741161,KH-0257,P-279,9,35580000,320220000,213480000,NV227,CN HCM,,,
5/23/2024,5,ĐH7444345,KH-0478,P-033,2,16650000,33300000,22200000,NV070,CN HCM,,,
5/24/2024,5,ĐH8457606,KH-0129,P-525,3,8715000,26145000,17430000,NV095,CN HCM,,,
5/24/2024,5,ĐH3472291,KH-0388,P-438,1,29160000,29160000,19440000,NV046,CN HCM,,,
5/24/2024,5,ĐH7078909,KH-0670,P-480,10,2715000,27150000,18100000,NV052,CN HCM,,,
5/24/2024,5,ĐH9726751,KH-0164,P-334,8,4005000,32040000,21360000,NV108,CN HCM,,,
5/24/2024,5,ĐH5260380,KH-0688,P-124,6,14115000,84690000,56460000,NV098,CN HCM,,,
5/24/2024,5,ĐH1218055,KH-0268,P-440,2,12150000,24300000,16200000,NV204,CN HCM,,,
5/24/2024,5,ĐH1476141,KH-0303,P-448,3,21060000,63180000,42120000,NV234,CN HCM,,,
5/24/2024,5,ĐH2713296,KH-0362,P-787,8,5790000,46320000,30880000,NV167,CN HCM,,,
5/24/2024,5,ĐH9530449,KH-0476,P-076,5,690000,3450000,2300000,NV162,CN HCM,,,
5/24/2024,5,ĐH3338084,KH-0358,P-087,3,12390000,37170000,24780000,NV101,CN HCM,,,
5/24/2024,5,ĐH8329334,KH-0254,P-747,5,1905000,9525000,6350000,NV035,CN HCM,,,
5/24/2024,5,ĐH1812532,KH-0239,P-523,4,1035000,4140000,2760000,NV110,CN HCM,,,
5/25/2024,5,ĐH9240137,KH-0686,P-561,10,8460000,84600000,56400000,NV066,CN HCM,,,
5/25/2024,5,ĐH1185214,KH-0149,P-273,7,5580000,39060000,26040000,NV096,CN HCM,,,
5/25/2024,5,ĐH9351892,KH-0275,P-602,7,9135000,63945000,42630000,NV046,CN HCM,,,
5/25/2024,5,ĐH3740502,KH-0678,P-474,2,3705000,7410000,4940000,NV007,CN HCM,,,
5/25/2024,5,ĐH1287013,KH-0064,P-030,6,5250000,31500000,21000000,NV231,CN HCM,,,
5/25/2024,5,ĐH6814368,KH-0718,P-437,8,38415000,307320000,204880000,NV064,CN HCM,,,
5/26/2024,5,ĐH1579189,KH-0234,P-645,1,5625000,5625000,3750000,NV035,CN HCM,,,
5/26/2024,5,ĐH7716302,KH-0315,P-099,8,14550000,116400000,77600000,NV003,CN HCM,,,
5/26/2024,5,ĐH7759349,KH-0361,P-056,10,15855000,158550000,105700000,NV096,CN HCM,,,
5/26/2024,5,ĐH4635061,KH-0572,P-055,10,2010000,20100000,13400000,NV193,CN HCM,,,
5/26/2024,5,ĐH6381745,KH-0025,P-048,8,13845000,110760000,73840000,NV230,CN HCM,,,
5/26/2024,5,ĐH7456962,KH-0401,P-001,1,26925000,26925000,17950000,NV076,CN HCM,,,
5/26/2024,5,ĐH3232615,KH-0224,P-526,4,12975000,51900000,34600000,NV103,CN HCM,,,
5/26/2024,5,ĐH4112258,KH-0360,P-772,1,1920000,1920000,1280000,NV039,CN HCM,,,
5/27/2024,5,ĐH6751731,KH-0381,P-780,7,60570000,423990000,282660000,NV121,CN HCM,,,
5/27/2024,5,ĐH1511912,KH-0324,P-128,8,3885000,31080000,20720000,NV066,CN HCM,,,
5/27/2024,5,ĐH7854997,KH-0283,P-526,7,12975000,90825000,60550000,NV217,CN HCM,,,
5/27/2024,5,ĐH9032507,KH-0139,P-282,8,4005000,32040000,21360000,NV213,CN HCM,,,
5/27/2024,5,ĐH2640527,KH-0226,P-734,6,13650000,81900000,54600000,NV020,CN HCM,,,
5/27/2024,5,ĐH9801128,KH-0742,P-343,9,4755000,42795000,28530000,NV022,CN HCM,,,
5/27/2024,5,ĐH9658960,KH-0570,P-269,4,660000,2640000,1760000,NV176,CN HCM,,,
5/27/2024,5,ĐH4933571,KH-0304,P-056,4,15855000,63420000,42280000,NV158,CN HCM,,,
5/28/2024,5,ĐH2099140,KH-0674,P-026,10,2250000,22500000,15000000,NV035,CN HCM,,,
5/28/2024,5,ĐH7118439,KH-0118,P-584,3,1155000,3465000,2310000,NV122,CN HCM,,,
5/28/2024,5,ĐH9000798,KH-0376,P-439,4,4005000,16020000,10680000,NV214,CN HCM,,,
5/28/2024,5,ĐH4178251,KH-0032,P-491,8,171120000,1368960000,912640000,NV204,CN HCM,,,
5/28/2024,5,ĐH8332018,KH-0121,P-214,4,97500000,390000000,260000000,NV098,CN HCM,,,
5/28/2024,5,ĐH1401163,KH-0444,P-170,4,4920000,19680000,13120000,NV243,CN HCM,,,
5/29/2024,5,ĐH1092281,KH-0189,P-299,10,1035000,10350000,6900000,NV039,CN HCM,,,
5/29/2024,5,ĐH4133888,KH-0778,P-395,8,345000,2760000,1840000,NV038,CN HCM,,,
5/29/2024,5,ĐH3786756,KH-0487,P-431,5,8100000,40500000,27000000,NV097,CN HCM,,,
5/29/2024,5,ĐH5281210,KH-0085,P-628,1,255000,255000,170000,NV028,CN HCM,,,
5/29/2024,5,ĐH4771523,KH-0707,P-099,5,14550000,72750000,48500000,NV112,CN HCM,,,
5/29/2024,5,ĐH6288417,KH-0339,P-309,9,21435000,192915000,128610000,NV033,CN HCM,,,
5/29/2024,5,ĐH4054750,KH-0528,P-756,5,26685000,133425000,88950000,NV146,CN HCM,,,
5/29/2024,5,ĐH5830454,KH-0472,P-659,9,299445000,2695005000,1796670000,NV161,CN HCM,,,
5/29/2024,5,ĐH4278497,KH-0200,P-499,4,1155000,4620000,3080000,NV056,CN HCM,,,
5/29/2024,5,ĐH9531938,KH-0707,P-380,9,240000,2160000,1440000,NV126,CN HCM,,,
5/30/2024,5,ĐH5533675,KH-0780,P-188,2,6840000,13680000,9120000,NV201,CN HCM,,,
5/30/2024,5,ĐH1728200,KH-0685,P-129,10,10515000,105150000,70100000,NV120,CN HCM,,,
5/30/2024,5,ĐH2425936,KH-0265,P-049,10,13755000,137550000,91700000,NV010,CN HCM,,,
5/30/2024,5,ĐH3146155,KH-0710,P-457,1,285000,285000,190000,NV182,CN HCM,,,
5/30/2024,5,ĐH9048426,KH-0237,P-513,7,975000,6825000,4550000,NV233,CN HCM,,,
5/30/2024,5,ĐH4535164,KH-0647,P-339,4,1905000,7620000,5080000,NV061,CN HCM,,,
5/30/2024,5,ĐH7870394,KH-0444,P-572,8,24315000,194520000,129680000,NV135,CN HCM,,,
5/30/2024,5,ĐH4838879,KH-0360,P-225,8,2415000,19320000,12880000,NV175,CN HCM,,,
5/30/2024,5,ĐH9110025,KH-0525,P-316,6,19260000,115560000,77040000,NV118,CN HCM,,,
5/31/2024,5,ĐH2749330,KH-0369,P-624,3,6195000,18585000,12390000,NV168,CN HCM,,,
5/31/2024,5,ĐH1639702,KH-0356,P-751,6,30000,180000,120000,NV225,CN HCM,,,
5/31/2024,5,ĐH5718622,KH-0135,P-109,7,12240000,85680000,57120000,NV186,CN HCM,,,
5/31/2024,5,ĐH6361349,KH-0518,P-057,1,9645000,9645000,6430000,NV190,CN HCM,,,
5/31/2024,5,ĐH5775217,KH-0371,P-653,4,3105000,12420000,8280000,NV088,CN HCM,,,
6/1/2024,6,ĐH6204594,KH-0496,P-310,7,5520000,38640000,25760000,NV209,CN HCM,,,
6/1/2024,6,ĐH5918956,KH-0020,P-174,1,18240000,18240000,12160000,NV227,CN HCM,,,
6/1/2024,6,ĐH6451526,KH-0700,P-036,5,3570000,17850000,11900000,NV095,CN HCM,,,
6/1/2024,6,ĐH4361922,KH-0308,P-089,9,2550000,22950000,15300000,NV030,CN HCM,,,
6/1/2024,6,ĐH8598031,KH-0198,P-337,3,2100000,6300000,4200000,NV240,CN HCM,,,
6/1/2024,6,ĐH1714389,KH-0169,P-024,7,8310000,58170000,38780000,NV116,CN HCM,,,
6/1/2024,6,ĐH4861085,KH-0515,P-136,4,2805000,11220000,7480000,NV034,CN HCM,,,
6/2/2024,6,ĐH4636408,KH-0194,P-165,4,12180000,48720000,32480000,NV242,CN HCM,,,
6/2/2024,6,ĐH8414309,KH-0371,P-259,6,195000,1170000,780000,NV036,CN HCM,,,
6/2/2024,6,ĐH8150526,KH-0487,P-579,4,120000,480000,320000,NV025,CN HCM,,,
6/2/2024,6,ĐH5817671,KH-0226,P-730,6,4635000,27810000,18540000,NV181,CN HCM,,,
6/2/2024,6,ĐH4939481,KH-0578,P-524,8,1335000,10680000,7120000,NV036,CN HCM,,,
6/2/2024,6,ĐH9764411,KH-0780,P-147,3,524310000,1572930000,1048620000,NV197,CN HCM,,,
6/2/2024,6,ĐH2068759,KH-0081,P-465,9,46950000,422550000,281700000,NV021,CN HCM,,,
6/2/2024,6,ĐH7936353,KH-0403,P-110,3,5190000,15570000,10380000,NV215,CN HCM,,,
6/2/2024,6,ĐH6781206,KH-0783,P-546,10,240000,2400000,1600000,NV114,CN HCM,,,
6/3/2024,6,ĐH3088920,KH-0710,P-020,6,2085000,12510000,8340000,NV117,CN HCM,,,
6/3/2024,6,ĐH5048822,KH-0702,P-768,4,1425000,5700000,3800000,NV157,CN HCM,,,
6/3/2024,6,ĐH9730446,KH-0615,P-169,6,8880000,53280000,35520000,NV087,CN HCM,,,
6/3/2024,6,ĐH4941001,KH-0356,P-342,6,45870000,275220000,183480000,NV030,CN HCM,,,
6/3/2024,6,ĐH2378010,KH-0360,P-310,7,5520000,38640000,25760000,NV044,CN HCM,,,
6/3/2024,6,ĐH7711793,KH-0034,P-680,3,4920000,14760000,9840000,NV192,CN HCM,,,
6/3/2024,6,ĐH1640818,KH-0384,P-702,7,1245000,8715000,5810000,NV131,CN HCM,,,
6/3/2024,6,ĐH6261453,KH-0687,P-338,3,21795000,65385000,43590000,NV148,CN HCM,,,
6/3/2024,6,ĐH8278529,KH-0680,P-035,8,92925000,743400000,495600000,NV094,CN HCM,,,
6/3/2024,6,ĐH9090211,KH-0704,P-555,9,990000,8910000,5940000,NV203,CN HCM,,,
6/4/2024,6,ĐH8568308,KH-0109,P-694,9,540000,4860000,3240000,NV241,CN HCM,,,
6/4/2024,6,ĐH8085777,KH-0597,P-264,3,5265000,15795000,10530000,NV224,CN HCM,,,
6/4/2024,6,ĐH3743994,KH-0309,P-485,6,3825000,22950000,15300000,NV199,CN HCM,,,
6/4/2024,6,ĐH7721797,KH-0612,P-098,9,3765000,33885000,22590000,NV019,CN HCM,,,
6/4/2024,6,ĐH7622714,KH-0235,P-153,5,240405000,1202025000,801350000,NV127,CN HCM,,,
6/4/2024,6,ĐH8848507,KH-0198,P-332,9,1380000,12420000,8280000,NV158,CN HCM,,,
6/4/2024,6,ĐH8925701,KH-0778,P-397,5,1005000,5025000,3350000,NV118,CN HCM,,,
6/4/2024,6,ĐH2790314,KH-0063,P-062,6,915000,5490000,3660000,NV163,CN HCM,,,
6/4/2024,6,ĐH6931380,KH-0137,P-327,2,1800000,3600000,2400000,NV135,CN HCM,,,
6/4/2024,6,ĐH1210504,KH-0713,P-159,8,342225000,2737800000,1825200000,NV152,CN HCM,,,
6/4/2024,6,ĐH7117486,KH-0316,P-295,7,225000,1575000,1050000,NV171,CN HCM,,,
6/4/2024,6,ĐH3432178,KH-0375,P-744,10,5355000,53550000,35700000,NV134,CN HCM,,,
6/4/2024,6,ĐH6374816,KH-0085,P-218,10,328995000,3289950000,2193300000,NV015,CN HCM,,,
6/4/2024,6,ĐH8682170,KH-0460,P-631,10,5580000,55800000,37200000,NV239,CN HCM,,,
6/4/2024,6,ĐH1116523,KH-0479,P-334,5,4005000,20025000,13350000,NV222,CN HCM,,,
6/4/2024,6,ĐH3358869,KH-0231,P-293,8,105000,840000,560000,NV179,CN HCM,,,
6/5/2024,6,ĐH1241729,KH-0280,P-284,9,30825000,277425000,184950000,NV010,CN HCM,,,
6/5/2024,6,ĐH9902812,KH-0430,P-047,4,12705000,50820000,33880000,NV085,CN HCM,,,
6/5/2024,6,ĐH8432110,KH-0668,P-278,2,2535000,5070000,3380000,NV020,CN HCM,,,
6/5/2024,6,ĐH7919084,KH-0578,P-077,4,2430000,9720000,6480000,NV061,CN HCM,,,
6/5/2024,6,ĐH4381653,KH-0609,P-078,7,3570000,24990000,16660000,NV217,CN HCM,,,
6/5/2024,6,ĐH5552898,KH-0209,P-328,8,240000,1920000,1280000,NV166,CN HCM,,,
6/5/2024,6,ĐH9609661,KH-0539,P-734,6,13650000,81900000,54600000,NV093,CN HCM,,,
6/5/2024,6,ĐH4821621,KH-0712,P-775,7,225000,1575000,1050000,NV127,CN HCM,,,
6/5/2024,6,ĐH4593051,KH-0082,P-619,4,20640000,82560000,55040000,NV157,CN HCM,,,
6/5/2024,6,ĐH9484692,KH-0564,P-424,7,9735000,68145000,45430000,NV021,CN HCM,,,
6/5/2024,6,ĐH3835647,KH-0338,P-729,4,9885000,39540000,26360000,NV113,CN HCM,,,
6/6/2024,6,ĐH2149970,KH-0145,P-705,8,9300000,74400000,49600000,NV161,CN HCM,,,
6/6/2024,6,ĐH1392422,KH-0582,P-089,1,2550000,2550000,1700000,NV035,CN HCM,,,
6/6/2024,6,ĐH4170948,KH-0213,P-250,9,46350000,417150000,278100000,NV077,CN HCM,,,
6/6/2024,6,ĐH9203162,KH-0533,P-101,7,540000,3780000,2520000,NV019,CN HCM,,,
6/6/2024,6,ĐH6336404,KH-0519,P-307,10,27210000,272100000,181400000,NV087,CN HCM,,,
6/6/2024,6,ĐH7979727,KH-0685,P-415,4,15300000,61200000,40800000,NV012,CN HCM,,,
6/6/2024,6,ĐH2735757,KH-0522,P-143,6,20550000,123300000,82200000,NV200,CN HCM,,,
6/6/2024,6,ĐH4745639,KH-0418,P-676,4,405000,1620000,1080000,NV054,CN HCM,,,
6/7/2024,6,ĐH1192337,KH-0301,P-178,6,47445000,284670000,189780000,NV076,CN HCM,,,
6/7/2024,6,ĐH1763174,KH-0549,P-033,2,16650000,33300000,22200000,NV238,CN HCM,,,
6/7/2024,6,ĐH2277613,KH-0427,P-308,1,300000,300000,200000,NV070,CN HCM,,,
6/7/2024,6,ĐH8899948,KH-0214,P-608,10,10335000,103350000,68900000,NV181,CN HCM,,,
6/7/2024,6,ĐH5295248,KH-0050,P-576,7,1500000,10500000,7000000,NV204,CN HCM,,,
6/8/2024,6,ĐH6443719,KH-0391,P-482,10,8835000,88350000,58900000,NV244,CN HCM,,,
