Ngày hạch toán,Tháng,Đơn hàng,Mã KH,Mã Sản Phẩm,Số lượng bán,Đơn giá,Doanh thu,Giá vốn hàng hóa,Mã nhân viên bán,Chi nhánh,Chi nhánh,,,
4/16/2024,"4,00",ĐH7892585,KH-0298,P-379,5,4680000,23400000,15600000,NV160,CN DN,,,,
4/16/2024,"4,00",ĐH3931924,KH-0199,P-618,2,16005000,32010000,21340000,NV139,CN DN,,,,
4/17/2024,"4,00",ĐH7270785,KH-0127,P-706,2,7440000,14880000,9920000,NV051,CN DN,,,,
4/17/2024,"4,00",ĐH5971027,KH-0018,P-382,9,10635000,95715000,63810000,NV066,CN DN,,,,
4/17/2024,"4,00",ĐH9983592,KH-0615,P-747,3,1905000,5715000,3810000,NV140,CN DN,,,,
4/17/2024,"4,00",ĐH4518028,KH-0264,P-695,8,300000,2400000,1600000,NV126,CN DN,,,,
4/17/2024,"4,00",ĐH2193870,KH-0557,P-521,5,28350000,141750000,94500000,NV147,CN DN,,,,
4/17/2024,"4,00",ĐH6452625,KH-0543,P-251,1,29910000,29910000,19940000,NV012,CN DN,,,,
4/17/2024,"4,00",ĐH5752297,KH-0568,P-718,1,1170000,1170000,780000,NV162,CN DN,,,,
4/17/2024,"4,00",ĐH2874912,KH-0616,P-712,4,1095000,4380000,2920000,NV233,CN DN,,,,
4/17/2024,"4,00",ĐH4512966,KH-0606,P-455,7,2385000,16695000,11130000,NV131,CN DN,,,,
4/17/2024,"4,00",ĐH8402908,KH-0384,P-671,7,585000,4095000,2730000,NV096,CN DN,,,,
4/17/2024,"4,00",ĐH3720638,KH-0593,P-351,5,1080000,5400000,3600000,NV028,CN DN,,,,
4/17/2024,"4,00",ĐH5953517,KH-0028,P-265,7,33315000,233205000,155470000,NV119,CN DN,,,,
4/17/2024,"4,00",ĐH1302366,KH-0040,P-328,1,240000,240000,160000,NV021,CN DN,,,,
4/18/2024,"4,00",ĐH4393533,KH-0757,P-760,10,1305000,13050000,8700000,NV184,CN DN,,,,
4/18/2024,"4,00",ĐH8099047,KH-0271,P-571,7,20250000,141750000,94500000,NV210,CN DN,,,,
4/18/2024,"4,00",ĐH2933587,KH-0095,P-657,4,690000,2760000,1840000,NV106,CN DN,,,,
4/18/2024,"4,00",ĐH5750986,KH-0303,P-391,10,49875000,498750000,332500000,NV131,CN DN,,,,
4/18/2024,"4,00",ĐH5686100,KH-0221,P-408,5,16005000,80025000,53350000,NV127,CN DN,,,,
4/18/2024,"4,00",ĐH2638251,KH-0004,P-302,1,23925000,23925000,15950000,NV120,CN DN,,,,
4/18/2024,"4,00",ĐH5604732,KH-0144,P-648,10,990000,9900000,6600000,NV230,CN DN,,,,
4/18/2024,"4,00",ĐH5932026,KH-0033,P-418,3,1440000,4320000,2880000,NV218,CN DN,,,,
4/19/2024,"4,00",ĐH1556497,KH-0310,P-551,2,2610000,5220000,3480000,NV063,CN DN,,,,
4/19/2024,"4,00",ĐH5821734,KH-0283,P-174,6,18240000,109440000,72960000,NV201,CN DN,,,,
4/19/2024,"4,00",ĐH7525241,KH-0737,P-617,1,4110000,4110000,2740000,NV118,CN DN,,,,
4/19/2024,"4,00",ĐH6187243,KH-0411,P-067,6,690000,4140000,2760000,NV022,CN DN,,,,
4/19/2024,"4,00",ĐH4419181,KH-0435,P-141,2,4260000,8520000,5680000,NV197,CN DN,,,,
4/19/2024,"4,00",ĐH6140474,KH-0484,P-058,2,16410000,32820000,21880000,NV043,CN DN,,,,
4/19/2024,"4,00",ĐH8894546,KH-0763,P-519,10,18135000,181350000,120900000,NV089,CN DN,,,,
4/19/2024,"4,00",ĐH9017538,KH-0186,P-103,7,8940000,62580000,41720000,NV090,CN DN,,,,
4/19/2024,"4,00",ĐH1984104,KH-0509,P-403,9,105000,945000,630000,NV002,CN DN,,,,
4/19/2024,"4,00",ĐH5506772,KH-0033,P-696,10,30105000,301050000,200700000,NV063,CN DN,,,,
4/19/2024,"4,00",ĐH7085317,KH-0265,P-300,8,1365000,10920000,7280000,NV161,CN DN,,,,
4/20/2024,"4,00",ĐH3970007,KH-0780,P-104,8,150000,1200000,800000,NV010,CN DN,,,,
4/20/2024,"4,00",ĐH9886517,KH-0087,P-321,7,6045000,42315000,28210000,NV009,CN DN,,,,
4/20/2024,"4,00",ĐH9661996,KH-0274,P-363,5,46665000,233325000,155550000,NV167,CN DN,,,,
4/20/2024,"4,00",ĐH6698042,KH-0515,P-666,6,2070000,12420000,8280000,NV076,CN DN,,,,
4/20/2024,"4,00",ĐH6485523,KH-0336,P-650,8,255000,2040000,1360000,NV139,CN DN,,,,
4/20/2024,"4,00",ĐH5336896,KH-0012,P-774,4,795000,3180000,2120000,NV197,CN DN,,,,
4/20/2024,"4,00",ĐH2079456,KH-0319,P-672,2,4200000,8400000,5600000,NV213,CN DN,,,,
4/20/2024,"4,00",ĐH7614721,KH-0237,P-655,9,195000,1755000,1170000,NV070,CN DN,,,,
4/20/2024,"4,00",ĐH5877648,KH-0329,P-757,5,720000,3600000,2400000,NV227,CN DN,,,,
4/20/2024,"4,00",ĐH3117135,KH-0087,P-183,7,300000,2100000,1400000,NV155,CN DN,,,,
4/21/2024,"4,00",ĐH6142514,KH-0514,P-597,9,1065000,9585000,6390000,NV101,CN DN,,,,
4/21/2024,"4,00",ĐH5197986,KH-0551,P-080,5,9600000,48000000,32000000,NV096,CN DN,,,,
4/22/2024,"4,00",ĐH7661711,KH-0037,P-081,5,1290000,6450000,4300000,NV098,CN DN,,,,
4/22/2024,"4,00",ĐH7253999,KH-0161,P-568,10,61110000,611100000,407400000,NV099,CN DN,,,,
4/22/2024,"4,00",ĐH2448272,KH-0635,P-130,5,11445000,57225000,38150000,NV221,CN DN,,,,
4/22/2024,"4,00",ĐH9053316,KH-0119,P-606,5,315000,1575000,1050000,NV106,CN DN,,,,
4/22/2024,"4,00",ĐH3091476,KH-0757,P-393,7,19275000,134925000,89950000,NV232,CN DN,,,,
4/22/2024,"4,00",ĐH9854630,KH-0044,P-475,9,150000,1350000,900000,NV016,CN DN,,,,
4/22/2024,"4,00",ĐH4271601,KH-0317,P-485,1,3825000,3825000,2550000,NV205,CN DN,,,,
4/22/2024,"4,00",ĐH8560133,KH-0185,P-218,4,328995000,1315980000,877320000,NV119,CN DN,,,,
4/23/2024,"4,00",ĐH3078259,KH-0729,P-419,7,12600000,88200000,58800000,NV040,CN DN,,,,
4/23/2024,"4,00",ĐH1366960,KH-0260,P-449,10,3105000,31050000,20700000,NV028,CN DN,,,,
4/23/2024,"4,00",ĐH1405702,KH-0420,P-629,2,255000,510000,340000,NV083,CN DN,,,,
4/23/2024,"4,00",ĐH1885393,KH-0251,P-261,4,1485000,5940000,3960000,NV035,CN DN,,,,
4/23/2024,"4,00",ĐH5510706,KH-0576,P-197,4,38850000,155400000,103600000,NV060,CN DN,,,,
4/23/2024,"4,00",ĐH4442431,KH-0559,P-001,3,26925000,80775000,53850000,NV015,CN DN,,,,
4/23/2024,"4,00",ĐH7300033,KH-0364,P-356,3,855000,2565000,1710000,NV127,CN DN,,,,
4/24/2024,"4,00",ĐH7031500,KH-0186,P-710,10,2535000,25350000,16900000,NV191,CN DN,,,,
4/24/2024,"4,00",ĐH2447135,KH-0677,P-367,9,145080000,1305720000,870480000,NV242,CN DN,,,,
4/24/2024,"4,00",ĐH1552358,KH-0113,P-425,3,27300000,81900000,54600000,NV018,CN DN,,,,
4/24/2024,"4,00",ĐH6198967,KH-0687,P-476,7,855000,5985000,3990000,NV129,CN DN,,,,
4/24/2024,"4,00",ĐH8979594,KH-0401,P-632,9,7290000,65610000,43740000,NV107,CN DN,,,,
4/24/2024,"4,00",ĐH3554137,KH-0739,P-229,2,750000,1500000,1000000,NV171,CN DN,,,,
4/24/2024,"4,00",ĐH3830379,KH-0729,P-138,10,47685000,476850000,317900000,NV188,CN DN,,,,
4/24/2024,"4,00",ĐH3384768,KH-0267,P-196,1,24015000,24015000,16010000,NV160,CN DN,,,,
4/24/2024,"4,00",ĐH8839165,KH-0177,P-067,1,690000,690000,460000,NV220,CN DN,,,,
4/24/2024,"4,00",ĐH2044288,KH-0375,P-295,4,225000,900000,600000,NV236,CN DN,,,,
4/24/2024,"4,00",ĐH3033899,KH-0146,P-569,10,510000,5100000,3400000,NV150,CN DN,,,,
4/25/2024,"4,00",ĐH7121478,KH-0348,P-251,7,29910000,209370000,139580000,NV010,CN DN,,,,
4/25/2024,"4,00",ĐH6042209,KH-0455,P-371,5,5220000,26100000,17400000,NV139,CN DN,,,,
4/25/2024,"4,00",ĐH4916775,KH-0695,P-170,1,4920000,4920000,3280000,NV162,CN DN,,,,
4/25/2024,"4,00",ĐH4517178,KH-0756,P-391,9,49875000,448875000,299250000,NV199,CN DN,,,,
4/25/2024,"4,00",ĐH5412954,KH-0242,P-428,4,13110000,52440000,34960000,NV109,CN DN,,,,
4/25/2024,"4,00",ĐH8332874,KH-0504,P-747,3,1905000,5715000,3810000,NV064,CN DN,,,,
4/25/2024,"4,00",ĐH6412958,KH-0721,P-540,3,4290000,12870000,8580000,NV003,CN DN,,,,
4/26/2024,"4,00",ĐH8605468,KH-0391,P-261,2,1485000,2970000,1980000,NV222,CN DN,,,,
4/26/2024,"4,00",ĐH9623335,KH-0061,P-267,3,2640000,7920000,5280000,NV059,CN DN,,,,
4/26/2024,"4,00",ĐH4593860,KH-0757,P-755,10,615000,6150000,4100000,NV069,CN DN,,,,
4/26/2024,"4,00",ĐH9690032,KH-0243,P-303,6,77040000,462240000,308160000,NV168,CN DN,,,,
4/26/2024,"4,00",ĐH3937972,KH-0128,P-476,9,855000,7695000,5130000,NV145,CN DN,,,,
4/26/2024,"4,00",ĐH3713710,KH-0056,P-215,3,615000,1845000,1230000,NV059,CN DN,,,,
4/26/2024,"4,00",ĐH5526807,KH-0412,P-540,10,4290000,42900000,28600000,NV146,CN DN,,,,
4/26/2024,"4,00",ĐH8641533,KH-0080,P-187,10,4305000,43050000,28700000,NV097,CN DN,,,,
4/26/2024,"4,00",ĐH3539701,KH-0261,P-186,3,4440000,13320000,8880000,NV186,CN DN,,,,
4/27/2024,"4,00",ĐH3179482,KH-0686,P-319,10,3810000,38100000,25400000,NV059,CN DN,,,,
4/27/2024,"4,00",ĐH2781792,KH-0741,P-301,8,18090000,144720000,96480000,NV156,CN DN,,,,
4/27/2024,"4,00",ĐH7820137,KH-0116,P-055,4,2010000,8040000,5360000,NV150,CN DN,,,,
4/27/2024,"4,00",ĐH5243449,KH-0699,P-153,9,240405000,2163645000,1442430000,NV244,CN DN,,,,
4/27/2024,"4,00",ĐH6274372,KH-0165,P-460,7,3225000,22575000,15050000,NV029,CN DN,,,,
4/27/2024,"4,00",ĐH5327224,KH-0574,P-738,8,11805000,94440000,62960000,NV083,CN DN,,,,
4/27/2024,"4,00",ĐH2117589,KH-0282,P-489,3,88395000,265185000,176790000,NV007,CN DN,,,,
4/27/2024,"4,00",ĐH7030489,KH-0527,P-105,3,13560000,40680000,27120000,NV086,CN DN,,,,
4/27/2024,"4,00",ĐH4608674,KH-0341,P-382,2,10635000,21270000,14180000,NV186,CN DN,,,,
4/28/2024,"4,00",ĐH3550154,KH-0653,P-465,3,46950000,140850000,93900000,NV014,CN DN,,,,
4/28/2024,"4,00",ĐH5425749,KH-0328,P-555,6,990000,5940000,3960000,NV104,CN DN,,,,
4/28/2024,"4,00",ĐH9551472,KH-0226,P-606,4,315000,1260000,840000,NV028,CN DN,,,,
4/28/2024,"4,00",ĐH9669768,KH-0510,P-011,1,15885000,15885000,10590000,NV006,CN DN,,,,
4/28/2024,"4,00",ĐH5884512,KH-0350,P-097,2,3480000,6960000,4640000,NV213,CN DN,,,,
4/28/2024,"4,00",ĐH6217259,KH-0390,P-239,3,25635000,76905000,51270000,NV027,CN DN,,,,
4/28/2024,"4,00",ĐH8449511,KH-0039,P-771,1,120000,120000,80000,NV168,CN DN,,,,
4/28/2024,"4,00",ĐH8651496,KH-0464,P-349,6,24780000,148680000,99120000,NV007,CN DN,,,,
4/28/2024,"4,00",ĐH1588398,KH-0008,P-344,5,39675000,198375000,132250000,NV245,CN DN,,,,
4/28/2024,"4,00",ĐH3347091,KH-0012,P-301,7,18090000,126630000,84420000,NV214,CN DN,,,,
4/28/2024,"4,00",ĐH5789175,KH-0179,P-674,4,180000,720000,480000,NV240,CN DN,,,,
4/29/2024,"4,00",ĐH5293239,KH-0364,P-554,5,6120000,30600000,20400000,NV068,CN DN,,,,
4/29/2024,"4,00",ĐH5613982,KH-0386,P-177,4,80775000,323100000,215400000,NV118,CN DN,,,,
4/29/2024,"4,00",ĐH9108969,KH-0579,P-168,10,18000000,180000000,120000000,NV225,CN DN,,,,
4/29/2024,"4,00",ĐH5671644,KH-0442,P-522,7,12030000,84210000,56140000,NV026,CN DN,,,,
4/29/2024,"4,00",ĐH3902719,KH-0469,P-637,1,105000,105000,70000,NV097,CN DN,,,,
4/29/2024,"4,00",ĐH1715440,KH-0118,P-097,2,3480000,6960000,4640000,NV052,CN DN,,,,
4/29/2024,"4,00",ĐH8255184,KH-0143,P-373,2,42450000,84900000,56600000,NV184,CN DN,,,,
4/29/2024,"4,00",ĐH5033023,KH-0126,P-257,8,45840000,366720000,244480000,NV228,CN DN,,,,
4/29/2024,"4,00",ĐH9878403,KH-0695,P-193,2,14220000,28440000,18960000,NV029,CN DN,,,,
4/29/2024,"4,00",ĐH1244102,KH-0496,P-556,7,7410000,51870000,34580000,NV196,CN DN,,,,
4/29/2024,"4,00",ĐH7248041,KH-0046,P-708,8,150000,1200000,800000,NV081,CN DN,,,,
4/30/2024,"4,00",ĐH5242088,KH-0251,P-789,1,2610000,2610000,1740000,NV093,CN DN,,,,
4/30/2024,"4,00",ĐH5671744,KH-0370,P-774,6,795000,4770000,3180000,NV130,CN DN,,,,
4/30/2024,"4,00",ĐH1761431,KH-0421,P-400,1,375000,375000,250000,NV188,CN DN,,,,
4/30/2024,"4,00",ĐH3263736,KH-0501,P-736,7,345000,2415000,1610000,NV031,CN DN,,,,
4/30/2024,"4,00",ĐH9843333,KH-0379,P-084,10,34905000,349050000,232700000,NV059,CN DN,,,,
4/30/2024,"4,00",ĐH5734438,KH-0782,P-196,10,24015000,240150000,160100000,NV065,CN DN,,,,
4/30/2024,"4,00",ĐH1335776,KH-0227,P-120,1,5955000,5955000,3970000,NV059,CN DN,,,,
4/30/2024,"4,00",ĐH4361261,KH-0680,P-355,1,67860000,67860000,45240000,NV083,CN DN,,,,
4/30/2024,"4,00",ĐH2366971,KH-0252,P-232,6,1650000,9900000,6600000,NV192,CN DN,,,,
4/30/2024,"4,00",ĐH1155478,KH-0035,P-784,10,480000,4800000,3200000,NV189,CN DN,,,,
4/30/2024,"4,00",ĐH2085922,KH-0622,P-212,9,1230000,11070000,7380000,NV198,CN DN,,,,
5/1/2024,"5,00",ĐH8965346,KH-0786,P-765,4,345000,1380000,920000,NV059,CN DN,,,,
5/1/2024,"5,00",ĐH1342208,KH-0002,P-757,9,720000,6480000,4320000,NV123,CN DN,,,,
5/1/2024,"5,00",ĐH8070543,KH-0514,P-187,10,4305000,43050000,28700000,NV047,CN DN,,,,
5/1/2024,"5,00",ĐH9499053,KH-0266,P-435,6,14580000,87480000,58320000,NV062,CN DN,,,,
5/1/2024,"5,00",ĐH7074978,KH-0170,P-303,9,77040000,693360000,462240000,NV036,CN DN,,,,
5/1/2024,"5,00",ĐH3633404,KH-0634,P-064,5,3615000,18075000,12050000,NV238,CN DN,,,,
5/1/2024,"5,00",ĐH2204467,KH-0116,P-299,2,1035000,2070000,1380000,NV215,CN DN,,,,
5/2/2024,"5,00",ĐH8209313,KH-0582,P-620,9,10380000,93420000,62280000,NV192,CN DN,,,,
5/2/2024,"5,00",ĐH4015367,KH-0035,P-722,9,7770000,69930000,46620000,NV105,CN DN,,,,
5/2/2024,"5,00",ĐH8322447,KH-0164,P-511,4,120000,480000,320000,NV196,CN DN,,,,
5/2/2024,"5,00",ĐH4547636,KH-0363,P-724,8,675000,5400000,3600000,NV100,CN DN,,,,
5/2/2024,"5,00",ĐH5942774,KH-0119,P-636,5,1335000,6675000,4450000,NV180,CN DN,,,,
5/2/2024,"5,00",ĐH9237539,KH-0370,P-075,8,795000,6360000,4240000,NV047,CN DN,,,,
5/2/2024,"5,00",ĐH4091942,KH-0242,P-533,2,7665000,15330000,10220000,NV155,CN DN,,,,
5/2/2024,"5,00",ĐH8236221,KH-0694,P-261,6,1485000,8910000,5940000,NV018,CN DN,,,,
5/3/2024,"5,00",ĐH6785090,KH-0535,P-569,5,510000,2550000,1700000,NV163,CN DN,,,,
5/3/2024,"5,00",ĐH1478472,KH-0116,P-382,7,10635000,74445000,49630000,NV240,CN DN,,,,
5/3/2024,"5,00",ĐH8368239,KH-0143,P-472,7,23790000,166530000,111020000,NV177,CN DN,,,,
5/3/2024,"5,00",ĐH6140843,KH-0576,P-524,4,1335000,5340000,3560000,NV114,CN DN,,,,
5/3/2024,"5,00",ĐH1651120,KH-0628,P-259,10,195000,1950000,1300000,NV113,CN DN,,,,
5/3/2024,"5,00",ĐH3785700,KH-0594,P-172,8,7755000,62040000,41360000,NV121,CN DN,,,,
5/3/2024,"5,00",ĐH9693531,KH-0291,P-705,1,9300000,9300000,6200000,NV042,CN DN,,,,
5/3/2024,"5,00",ĐH1417175,KH-0084,P-435,6,14580000,87480000,58320000,NV068,CN DN,,,,
5/3/2024,"5,00",ĐH9725368,KH-0640,P-516,6,10545000,63270000,42180000,NV198,CN DN,,,,
5/3/2024,"5,00",ĐH5564871,KH-0634,P-192,7,13995000,97965000,65310000,NV035,CN DN,,,,
5/3/2024,"5,00",ĐH4704970,KH-0783,P-499,1,1155000,1155000,770000,NV166,CN DN,,,,
5/4/2024,"5,00",ĐH8778995,KH-0538,P-414,4,13320000,53280000,35520000,NV078,CN DN,,,,
5/4/2024,"5,00",ĐH3384627,KH-0103,P-613,8,2775000,22200000,14800000,NV016,CN DN,,,,
5/4/2024,"5,00",ĐH8051649,KH-0039,P-776,9,2685000,24165000,16110000,NV106,CN DN,,,,
5/4/2024,"5,00",ĐH1928053,KH-0651,P-131,8,7170000,57360000,38240000,NV079,CN DN,,,,
5/4/2024,"5,00",ĐH9884544,KH-0733,P-502,7,36945000,258615000,172410000,NV054,CN DN,,,,
5/4/2024,"5,00",ĐH2503235,KH-0119,P-430,6,7935000,47610000,31740000,NV022,CN DN,,,,
5/4/2024,"5,00",ĐH4133636,KH-0444,P-259,10,195000,1950000,1300000,NV224,CN DN,,,,
5/4/2024,"5,00",ĐH4974493,KH-0328,P-724,1,675000,675000,450000,NV032,CN DN,,,,
5/5/2024,"5,00",ĐH6672776,KH-0238,P-758,9,17400000,156600000,104400000,NV249,CN DN,,,,
5/5/2024,"5,00",ĐH4272579,KH-0066,P-093,5,6960000,34800000,23200000,NV062,CN DN,,,,
5/5/2024,"5,00",ĐH4300856,KH-0639,P-667,6,1785000,10710000,7140000,NV027,CN DN,,,,
5/5/2024,"5,00",ĐH3586096,KH-0344,P-295,9,225000,2025000,1350000,NV224,CN DN,,,,
5/5/2024,"5,00",ĐH7401348,KH-0254,P-230,1,2790000,2790000,1860000,NV169,CN DN,,,,
5/5/2024,"5,00",ĐH1621979,KH-0534,P-286,4,195000,780000,520000,NV127,CN DN,,,,
5/5/2024,"5,00",ĐH5080862,KH-0427,P-248,10,705000,7050000,4700000,NV135,CN DN,,,,
5/5/2024,"5,00",ĐH5429482,KH-0304,P-594,5,540000,2700000,1800000,NV241,CN DN,,,,
5/6/2024,"5,00",ĐH5553158,KH-0038,P-352,6,2100000,12600000,8400000,NV246,CN DN,,,,
5/6/2024,"5,00",ĐH3528260,KH-0743,P-436,5,4620000,23100000,15400000,NV119,CN DN,,,,
5/6/2024,"5,00",ĐH5756585,KH-0342,P-698,5,99450000,497250000,331500000,NV105,CN DN,,,,
5/6/2024,"5,00",ĐH1536936,KH-0557,P-341,7,24990000,174930000,116620000,NV009,CN DN,,,,
5/6/2024,"5,00",ĐH9654847,KH-0291,P-306,4,28710000,114840000,76560000,NV034,CN DN,,,,
5/6/2024,"5,00",ĐH4666718,KH-0701,P-067,2,690000,1380000,920000,NV073,CN DN,,,,
5/6/2024,"5,00",ĐH5105520,KH-0761,P-219,7,90300000,632100000,421400000,NV084,CN DN,,,,
5/6/2024,"5,00",ĐH4359372,KH-0680,P-055,1,2010000,2010000,1340000,NV024,CN DN,,,,
5/7/2024,"5,00",ĐH5473011,KH-0563,P-688,10,450000,4500000,3000000,NV200,CN DN,,,,
5/7/2024,"5,00",ĐH8942462,KH-0710,P-159,10,342225000,3422250000,2281500000,NV203,CN DN,,,,
5/7/2024,"5,00",ĐH4723552,KH-0484,P-427,1,106755000,106755000,71170000,NV067,CN DN,,,,
5/7/2024,"5,00",ĐH7054819,KH-0575,P-701,7,180000,1260000,840000,NV065,CN DN,,,,
5/7/2024,"5,00",ĐH4816901,KH-0484,P-105,7,13560000,94920000,63280000,NV086,CN DN,,,,
5/7/2024,"5,00",ĐH5251783,KH-0029,P-585,8,720000,5760000,3840000,NV180,CN DN,,,,
5/7/2024,"5,00",ĐH5754868,KH-0436,P-209,1,6345000,6345000,4230000,NV172,CN DN,,,,
5/7/2024,"5,00",ĐH7701516,KH-0228,P-592,10,540000,5400000,3600000,NV183,CN DN,,,,
5/7/2024,"5,00",ĐH6377091,KH-0182,P-723,2,2355000,4710000,3140000,NV085,CN DN,,,,
5/7/2024,"5,00",ĐH4295798,KH-0784,P-128,3,3885000,11655000,7770000,NV219,CN DN,,,,
5/8/2024,"5,00",ĐH8593610,KH-0429,P-492,3,16635000,49905000,33270000,NV248,CN DN,,,,
5/8/2024,"5,00",ĐH7983550,KH-0746,P-496,7,60450000,423150000,282100000,NV239,CN DN,,,,
5/8/2024,"5,00",ĐH2100563,KH-0117,P-393,1,19275000,19275000,12850000,NV121,CN DN,,,,
5/8/2024,"5,00",ĐH1629588,KH-0638,P-393,8,19275000,154200000,102800000,NV186,CN DN,,,,
5/8/2024,"5,00",ĐH6512872,KH-0354,P-337,2,2100000,4200000,2800000,NV095,CN DN,,,,
5/8/2024,"5,00",ĐH7576913,KH-0243,P-459,8,126675000,1013400000,675600000,NV205,CN DN,,,,
5/8/2024,"5,00",ĐH3553226,KH-0629,P-137,6,11850000,71100000,47400000,NV249,CN DN,,,,
5/9/2024,"5,00",ĐH8191077,KH-0216,P-511,3,120000,360000,240000,NV004,CN DN,,,,
5/9/2024,"5,00",ĐH2191886,KH-0731,P-090,9,3585000,32265000,21510000,NV050,CN DN,,,,
5/9/2024,"5,00",ĐH4565951,KH-0471,P-566,9,7335000,66015000,44010000,NV240,CN DN,,,,
5/9/2024,"5,00",ĐH5851871,KH-0662,P-099,3,14550000,43650000,29100000,NV153,CN DN,,,,
5/9/2024,"5,00",ĐH3672993,KH-0498,P-774,3,795000,2385000,1590000,NV119,CN DN,,,,
5/9/2024,"5,00",ĐH3631787,KH-0158,P-689,8,5925000,47400000,31600000,NV191,CN DN,,,,
5/9/2024,"5,00",ĐH3525030,KH-0079,P-177,1,80775000,80775000,53850000,NV169,CN DN,,,,
5/9/2024,"5,00",ĐH1638892,KH-0105,P-229,1,750000,750000,500000,NV190,CN DN,,,,
5/9/2024,"5,00",ĐH6795839,KH-0785,P-087,3,12390000,37170000,24780000,NV176,CN DN,,,,
5/10/2024,"5,00",ĐH6592584,KH-0278,P-635,10,930000,9300000,6200000,NV136,CN DN,,,,
5/10/2024,"5,00",ĐH3848239,KH-0008,P-432,7,19350000,135450000,90300000,NV009,CN DN,,,,
5/10/2024,"5,00",ĐH8940983,KH-0341,P-056,6,15855000,95130000,63420000,NV073,CN DN,,,,
5/10/2024,"5,00",ĐH1269895,KH-0255,P-621,10,690000,6900000,4600000,NV154,CN DN,,,,
5/10/2024,"5,00",ĐH2697041,KH-0538,P-292,1,1590000,1590000,1060000,NV177,CN DN,,,,
5/10/2024,"5,00",ĐH2398242,KH-0204,P-657,2,690000,1380000,920000,NV204,CN DN,,,,
5/10/2024,"5,00",ĐH7451014,KH-0071,P-115,7,34995000,244965000,163310000,NV118,CN DN,,,,
5/10/2024,"5,00",ĐH9447582,KH-0160,P-579,2,120000,240000,160000,NV223,CN DN,,,,
5/10/2024,"5,00",ĐH9415867,KH-0689,P-220,4,160875000,643500000,429000000,NV141,CN DN,,,,
5/11/2024,"5,00",ĐH9654297,KH-0199,P-611,4,7980000,31920000,21280000,NV137,CN DN,,,,
5/11/2024,"5,00",ĐH4116438,KH-0614,P-121,7,3945000,27615000,18410000,NV011,CN DN,,,,
5/11/2024,"5,00",ĐH2308552,KH-0393,P-633,4,375000,1500000,1000000,NV088,CN DN,,,,
5/11/2024,"5,00",ĐH9010475,KH-0705,P-643,9,585000,5265000,3510000,NV228,CN DN,,,,
5/11/2024,"5,00",ĐH6789166,KH-0224,P-532,6,585000,3510000,2340000,NV031,CN DN,,,,
5/12/2024,"5,00",ĐH7598690,KH-0710,P-791,7,540000,3780000,2520000,NV129,CN DN,,,,
5/12/2024,"5,00",ĐH1146728,KH-0446,P-359,2,630000,1260000,840000,NV168,CN DN,,,,
5/12/2024,"5,00",ĐH6628534,KH-0177,P-160,10,288150000,2881500000,1921000000,NV066,CN DN,,,,
5/12/2024,"5,00",ĐH1243967,KH-0661,P-534,6,6465000,38790000,25860000,NV203,CN DN,,,,
5/12/2024,"5,00",ĐH4138545,KH-0009,P-161,10,221370000,2213700000,1475800000,NV023,CN DN,,,,
5/12/2024,"5,00",ĐH7425472,KH-0278,P-432,5,19350000,96750000,64500000,NV243,CN DN,,,,
5/12/2024,"5,00",ĐH6286978,KH-0784,P-379,2,4680000,9360000,6240000,NV206,CN DN,,,,
5/12/2024,"5,00",ĐH1941902,KH-0531,P-578,9,11925000,107325000,71550000,NV038,CN DN,,,,
5/13/2024,"5,00",ĐH5988720,KH-0284,P-200,10,7665000,76650000,51100000,NV122,CN DN,,,,
5/13/2024,"5,00",ĐH6104484,KH-0316,P-510,10,270000,2700000,1800000,NV226,CN DN,,,,
5/13/2024,"5,00",ĐH8801160,KH-0155,P-463,3,27450000,82350000,54900000,NV165,CN DN,,,,
5/13/2024,"5,00",ĐH1077313,KH-0597,P-221,1,19800000,19800000,13200000,NV019,CN DN,,,,
5/13/2024,"5,00",ĐH8132507,KH-0635,P-281,8,24540000,196320000,130880000,NV159,CN DN,,,,
5/13/2024,"5,00",ĐH3847894,KH-0353,P-718,6,1170000,7020000,4680000,NV207,CN DN,,,,
5/13/2024,"5,00",ĐH9604814,KH-0192,P-786,2,21750000,43500000,29000000,NV028,CN DN,,,,
5/14/2024,"5,00",ĐH2339641,KH-0118,P-427,8,106755000,854040000,569360000,NV090,CN DN,,,,
5/14/2024,"5,00",ĐH2406226,KH-0315,P-154,10,39495000,394950000,263300000,NV037,CN DN,,,,
5/14/2024,"5,00",ĐH1037090,KH-0130,P-587,9,1800000,16200000,10800000,NV202,CN DN,,,,
5/14/2024,"5,00",ĐH2237251,KH-0407,P-507,2,1185000,2370000,1580000,NV009,CN DN,,,,
5/14/2024,"5,00",ĐH1320809,KH-0754,P-239,9,25635000,230715000,153810000,NV190,CN DN,,,,
5/14/2024,"5,00",ĐH2022674,KH-0584,P-279,6,35580000,213480000,142320000,NV200,CN DN,,,,
5/14/2024,"5,00",ĐH5644316,KH-0171,P-089,3,2550000,7650000,5100000,NV176,CN DN,,,,
5/14/2024,"5,00",ĐH4311740,KH-0363,P-011,6,15885000,95310000,63540000,NV028,CN DN,,,,
5/14/2024,"5,00",ĐH5106986,KH-0528,P-331,3,76515000,229545000,153030000,NV155,CN DN,,,,
5/14/2024,"5,00",ĐH7933958,KH-0609,P-574,9,270000,2430000,1620000,NV183,CN DN,,,,
